Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collecting_institution,collection_date,collector_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(region_and_locality),host_health_state,host_scientific_name,host_sex,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_capture_status,Sample Name,Sample_Name,SRA_accession,SRA Study,Submitter_Id,Title,host_subject_id
ERR5384548,AMPLICON,assembly,70,91102279,PRJEB43269,SAMEA8158161,16632037,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169489,SAMEA8158161,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158161,cov-100001685091,ERS5844930,ERP127218,cov-100001685091,SARS-Cov2 Haut-de-France samples,220221-20
ERR5384549,AMPLICON,assembly,71,82211234,PRJEB43269,SAMEA8158162,14007118,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169490,SAMEA8158162,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158162,cov-100001691160,ERS5844931,ERP127218,cov-100001691160,SARS-Cov2 Haut-de-France samples,220221-21
ERR5384550,AMPLICON,assembly,71,89835846,PRJEB43269,SAMEA8158163,14888658,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169491,SAMEA8158163,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158163,cov-100001691275,ERS5844932,ERP127218,cov-100001691275,SARS-Cov2 Haut-de-France samples,220221-22
ERR5384551,AMPLICON,assembly,70,80627662,PRJEB43269,SAMEA8158164,13652169,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169492,SAMEA8158164,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158164,cov-100001696333,ERS5844933,ERP127218,cov-100001696333,SARS-Cov2 Haut-de-France samples,220221-23
ERR5384552,AMPLICON,assembly,71,65121548,PRJEB43269,SAMEA8158165,10621919,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169493,SAMEA8158165,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158165,cov-881046170234,ERS5844934,ERP127218,cov-881046170234,SARS-Cov2 Haut-de-France samples,220221-24
ERR5384553,AMPLICON,assembly,70,56249516,PRJEB43269,SAMEA8158166,9273843,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169494,SAMEA8158166,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158166,cov-100001684098,ERS5844935,ERP127218,cov-100001684098,SARS-Cov2 Haut-de-France samples,220221-25
ERR5384554,AMPLICON,assembly,70,103220176,PRJEB43269,SAMEA8158167,17673209,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169495,SAMEA8158167,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158167,cov-100001685099,ERS5844936,ERP127218,cov-100001685099,SARS-Cov2 Haut-de-France samples,220221-26
ERR5384555,AMPLICON,assembly,71,71126128,PRJEB43269,SAMEA8158169,12702188,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169496,SAMEA8158169,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158169,cov-100001691161,ERS5844937,ERP127218,cov-100001691161,SARS-Cov2 Haut-de-France samples,220221-27
ERR5384556,AMPLICON,assembly,71,83771303,PRJEB43269,SAMEA8158170,13613301,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169497,SAMEA8158170,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158170,cov-100001691276,ERS5844938,ERP127218,cov-100001691276,SARS-Cov2 Haut-de-France samples,220221-28
ERR5384557,AMPLICON,assembly,70,78410535,PRJEB43269,SAMEA8158171,12997712,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169498,SAMEA8158171,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158171,cov-100001696335,ERS5844939,ERP127218,cov-100001696335,SARS-Cov2 Haut-de-France samples,220221-29
ERR5384558,AMPLICON,assembly,71,77968750,PRJEB43269,SAMEA8158172,13319558,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169499,SAMEA8158172,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158172,cov-881046170349,ERS5844940,ERP127218,cov-881046170349,SARS-Cov2 Haut-de-France samples,220221-30
ERR5384559,AMPLICON,assembly,71,84383324,PRJEB43269,SAMEA8158173,14539818,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169500,SAMEA8158173,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158173,cov-100001684147,ERS5844941,ERP127218,cov-100001684147,SARS-Cov2 Haut-de-France samples,220221-31
ERR5384560,AMPLICON,assembly,70,81187778,PRJEB43269,SAMEA8158174,13642753,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169501,SAMEA8158174,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158174,cov-100001685112,ERS5844942,ERP127218,cov-100001685112,SARS-Cov2 Haut-de-France samples,220221-32
ERR5384561,AMPLICON,assembly,70,71152406,PRJEB43269,SAMEA8158175,13736045,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169502,SAMEA8158175,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158175,cov-100001691163,ERS5844943,ERP127218,cov-100001691163,SARS-Cov2 Haut-de-France samples,220221-33
ERR5384562,AMPLICON,assembly,70,78333837,PRJEB43269,SAMEA8158176,13855005,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169503,SAMEA8158176,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158176,cov-100001691277,ERS5844944,ERP127218,cov-100001691277,SARS-Cov2 Haut-de-France samples,220221-34
ERR5384563,AMPLICON,assembly,70,99982763,PRJEB43269,SAMEA8158177,16290609,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169504,SAMEA8158177,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158177,cov-100001696342,ERS5844945,ERP127218,cov-100001696342,SARS-Cov2 Haut-de-France samples,220221-35
ERR5384564,AMPLICON,assembly,70,64468517,PRJEB43269,SAMEA8158178,11360098,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169505,SAMEA8158178,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158178,cov-881046170365,ERS5844946,ERP127218,cov-881046170365,SARS-Cov2 Haut-de-France samples,220221-36
ERR5384565,AMPLICON,assembly,70,92350014,PRJEB43269,SAMEA8158179,15369449,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"sra,bam","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169506,SAMEA8158179,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158179,cov-100001684429,ERS5844947,ERP127218,cov-100001684429,SARS-Cov2 Haut-de-France samples,220221-37
ERR5384566,AMPLICON,assembly,70,88639495,PRJEB43269,SAMEA8158180,15382468,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169507,SAMEA8158180,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158180,cov-100001685120,ERS5844948,ERP127218,cov-100001685120,SARS-Cov2 Haut-de-France samples,220221-38
ERR5384567,AMPLICON,assembly,71,65117515,PRJEB43269,SAMEA8158181,12786034,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169508,SAMEA8158181,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158181,cov-100001691251,ERS5844949,ERP127218,cov-100001691251,SARS-Cov2 Haut-de-France samples,220221-39
ERR5384568,AMPLICON,assembly,71,59538256,PRJEB43269,SAMEA8158182,10324102,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169509,SAMEA8158182,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158182,cov-100001691278,ERS5844950,ERP127218,cov-100001691278,SARS-Cov2 Haut-de-France samples,220221-40
ERR5384569,AMPLICON,assembly,70,95649791,PRJEB43269,SAMEA8158183,15941267,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169510,SAMEA8158183,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158183,cov-100001696344,ERS5844951,ERP127218,cov-100001696344,SARS-Cov2 Haut-de-France samples,220221-41
ERR5384570,AMPLICON,assembly,71,91303318,PRJEB43269,SAMEA8158184,15482875,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"sra,bam","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169511,SAMEA8158184,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158184,cov-881046170370,ERS5844952,ERP127218,cov-881046170370,SARS-Cov2 Haut-de-France samples,220221-42
ERR5384571,AMPLICON,assembly,70,95670480,PRJEB43269,SAMEA8158185,16095206,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169512,SAMEA8158185,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158185,cov-100001684510,ERS5844953,ERP127218,cov-100001684510,SARS-Cov2 Haut-de-France samples,220221-43
ERR5384572,AMPLICON,assembly,70,70551997,PRJEB43269,SAMEA8158186,12828150,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169513,SAMEA8158186,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158186,cov-100001685138,ERS5844954,ERP127218,cov-100001685138,SARS-Cov2 Haut-de-France samples,220221-44
ERR5384573,AMPLICON,assembly,71,75978425,PRJEB43269,SAMEA8158187,12581299,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169514,SAMEA8158187,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158187,cov-100001691252,ERS5844955,ERP127218,cov-100001691252,SARS-Cov2 Haut-de-France samples,220221-45
ERR5384574,AMPLICON,assembly,70,66239959,PRJEB43269,SAMEA8158188,10788318,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169515,SAMEA8158188,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158188,cov-100001691279,ERS5844956,ERP127218,cov-100001691279,SARS-Cov2 Haut-de-France samples,220221-46
ERR5384575,AMPLICON,assembly,70,86697552,PRJEB43269,SAMEA8158189,14176908,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169516,SAMEA8158189,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158189,cov-100001696345,ERS5844957,ERP127218,cov-100001696345,SARS-Cov2 Haut-de-France samples,220221-47
ERR5384576,AMPLICON,assembly,71,83431336,PRJEB43269,SAMEA8158190,13738189,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169517,SAMEA8158190,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158190,cov-881046170374,ERS5844958,ERP127218,cov-881046170374,SARS-Cov2 Haut-de-France samples,220221-48
ERR5384577,AMPLICON,assembly,70,90445275,PRJEB43269,SAMEA8158191,16396137,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169518,SAMEA8158191,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158191,cov-100001684548,ERS5844959,ERP127218,cov-100001684548,SARS-Cov2 Haut-de-France samples,220221-49
ERR5384578,AMPLICON,assembly,70,101479812,PRJEB43269,SAMEA8158192,17390464,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169519,SAMEA8158192,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158192,cov-100001685183,ERS5844960,ERP127218,cov-100001685183,SARS-Cov2 Haut-de-France samples,220221-50
ERR5384579,AMPLICON,assembly,71,78312854,PRJEB43269,SAMEA8158193,12879029,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169520,SAMEA8158193,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158193,cov-100001691253,ERS5844961,ERP127218,cov-100001691253,SARS-Cov2 Haut-de-France samples,220221-51
ERR5384580,AMPLICON,assembly,71,75839915,PRJEB43269,SAMEA8158194,12629361,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169521,SAMEA8158194,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158194,cov-100001691280,ERS5844962,ERP127218,cov-100001691280,SARS-Cov2 Haut-de-France samples,220221-52
